"jurisdiction","jurisdiction_code","indicator_id","indicator_text","points_possible","answer","points_awarded","source_url","source_title","source_type","source_date","accessed_date","evidence_quote","protocol_step","note"
"Mississippi","MS","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://www.mspb.ms.gov/news/governor-tate-reeves-presents-2024-excellence-government-awards","Governor Tate Reeves Presents 2024 Excellence in Government Awards","OFFICIAL","2024-12-04","2026-07-31","Governor presented the 2024 Excellence in Government Awards on December 4","4","State Personnel Board and Governor held an award presentation event; recipient Willie McKercher is a career state employee (MDEQ). Same event as I4 evidence - not a distinct appreciation event."
"Missouri","MO","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://oa.mo.gov/commissioners-office/news/office-administration-holds-ceremony-state-team-member-month-and-award","Office of Administration Holds Ceremony for State Team Member of the Month and Award of Distinction Honorees","OFFICIAL","2026","2026-07-31","Reception held at The Millbottom honoring state team member honorees","4","Office of Administration reception at The Millbottom in Jefferson City for State Team Member of the Month and Award of Distinction honorees. Distinct from the I4 evidence (Governor's Award for Quality and Productivity) - a separate reception."
"Montana","MT","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://news.mt.gov/Governors-Office/Governor_Gianforte_Recognizes_State_Employees_with_Governors_Awards_for_Excellence_in_Performance","Governor Gianforte Recognizes State Employees with Governor's Awards for Excellence in Performance","OFFICIAL","2025-10-27","2026-07-31","259 state employees recognized at the October 27 awards ceremony","1","Statewide ceremony held 2025-10-27 in Helena by the Governor and Department of Administration. Same event as I4 evidence - not a distinct appreciation event."
"Nebraska","NE","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://psc.nebraska.gov/for-consumers/excellence-leadership-award-recipients-honored","Excellence in Leadership Award Recipients Honored","OFFICIAL","2024-10-11","2026-07-31","Reception honoring 2024 award recipients held at the Governor's residence","4","Statewide Excellence in Leadership Award reception held 2024-10-11 at the Governor's residence for state employee recipients. Same statewide program as I4 evidence; the reception itself is the held event."
"Nevada","NV","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","Only proclamation and suggested agency activities","2","Searched gov.nv.gov newsroom and hr.nv.gov; found only the State Employee Appreciation Week proclamations (2023 2024 2025) and an HR memo encouraging agencies to plan at least one activity - no documentation any statewide event was held."
"New Hampshire","NH","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No statewide event documented","1","Searched das.nh.gov and governor's office for a statewide employee recognition ceremony or appreciation event 2023-2026; found only an employee suggestion program page and NH State Police agency-level awards which are sub-statewide."
"New Jersey","NJ","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://www.nj.gov/defender/media/news/20250506_2025_SERD_Honorees.shtml","2025 State Employee Recognition Day Award Honorees","OFFICIAL","2025-05-07","2026-07-31","Annual awards ceremony was held at the New Jersey War Memorial","1","State Employee Recognition Day statewide ceremony held 2025-05-07 in Trenton; the Civil Service Commission press release PDF was undecodable so this state HTML page was used. Same event as I4 evidence."
"New Mexico","NM","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","NONE","4","Searched spo.state.nm.us latest news and site searches for statewide recognition ceremony; only training-cohort and heritage-month items 2023-2024, no statewide employee appreciation event held"
"New York","NY","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","NONE","2","Governor.ny.gov PSRW releases 2023-2025 contain proclamation plus landmark lighting and hiring announcements only; no ceremony or gathering for state employees documented; cs.ny.gov Employee Suggestion Program shows no event"
"North Carolina","NC","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://oshr.nc.gov/2025GAE","2025 Governor's Awards for Excellence","OFFICIAL","2025","2026-07-31","OSHR proud to present the Governor's Awards for Excellence recipients for 2025","4","Page shows stage photos and ceremony video; statewide OSHR-run; same event as I4 evidence"
"North Dakota","ND","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://www.governor.nd.gov/news/armstrong-strinden-present-2025-governors-awards-excellence-public-service","Armstrong, Strinden present 2025 Governor's Awards for Excellence in Public Service","OFFICIAL","2025-09-29","2026-07-31","presented the awards during a ceremony in the Capitol's Memorial Hall","1","Statewide governor-sponsored ceremony for state employees; same event as I4 evidence"
"Ohio","OH","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","NONE","4","Searched das.ohio.gov (award pages 404) and site searches for Ohio statewide employee recognition ceremony/PSRW event; only Ohio State University and single-agency Adjutant General events found, both out of scope"
"Oklahoma","OK","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","2023","2026-07-31","NONE","1","Only OMES Employee Recognition Awards Ceremony found (oklahoma.gov/omes blog 2022 and 2023); agency-scoped to OMES staff, not statewide, so rejected; no statewide PSRW event documented as held"
"Oregon","OR","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://www.oregon.gov/das/HR/Pages/serd.aspx","Department of Administrative Services: State Employee Recognition Day","OFFICIAL","2026","2026-07-31","photos from our event honoring the 2026 nominated ambassadors","4","Statewide DAS-run State Employee Recognition Day event documented as held; same program/event as I4 ambassador roster evidence"
"Pennsylvania","PA","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://www.pa.gov/governor/newsroom/2025-press-releases/gov-shapiro-honors-commonwealth-employees-for-remarkable-achieve","Gov Shapiro Honors Commonwealth Employees for Remarkable Achievements","OFFICIAL","2025-06-24","2026-07-31","Shapiro held a ceremony recognizing Commonwealth employees with Governor's Awards for Excellence","1","Statewide governor-hosted ceremony; same event as I4 evidence"
"Rhode Island","RI","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","NONE","1","Searched governor.ri.gov press releases and RI state site for employee recognition ceremony/appreciation event 2023-2026; nothing statewide found, consistent with I4 and I5 both NO"
"South Carolina","SC","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","NONE","2","governor.sc.gov 403s and its Governor's Awards PDF 404s; found only Clemson and USC university luncheons, a Workers' Compensation Commission single-agency ceremony, and vendor discount nights - all out of scope"
"South Dakota","SD","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","COULDNT_CHECK","0","https://www.sd.gov/bhra?id=cs_kb_article_view&sysparm_article=KB0044696","Governor's Awards - SD Bureau of Human Resources","NONE","UNDATED","2026-07-31","n/a","4","BHR Governor's Awards page is JS-only shell (bhr.sd.gov/gov-awards redirects to sd.gov/bhra) and returned no content; SDPB 2025-02-12 article says only that finalists 'will' be recognized at a special celebration - future tense, no held event documented; governor.sd.gov/news.sd.gov searches returned no ceremony recap."
"Tennessee","TN","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","n/a","1","Fetched tn.gov Governor's Excellence in Service Awards landing page and 2025 Spring/Fall recipient pages: they list recipients only, no ceremony described. 2024 DOHR annual report PDF returned undecodable binary. Only luncheon-at-Tennessee-Residence language found dates to a 2020 Haslam-era release, below floor. Gov. Lee X post of Feb 2025 saying he hosted the awards could not be fetched (HTTP 402), so not counted."
"Texas","TX","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://gov.texas.gov/news/post/governor-abbott-announces-recipients-of-2024-outstanding-women-in-texas-government-awards","Governor Abbott Announces Recipients Of 2024 Outstanding Women In Texas Government Awards","OFFICIAL","2024-09-25","2026-07-31","Award winners honored at ceremony September 25 2024 at JW Marriott Austin","1","Ceremony run by the Governor's Commission for Women (state body) honoring five career Texas state agency employees; statewide. I4 was scored NO for Texas, so this is a distinct finding, not an I4 overlap."
"Utah","UT","I6","Was there a state-sponsored appreciation event beyond the proclamation itself?","10","YES","10","https://governor.utah.gov/press/news-release-gov-cox-honors-state-employees-with-2025-governors-awards-for-excellence","NEWS RELEASE: Gov. Cox honors state employees with 2025 Governor's Awards for Excellence","OFFICIAL","2025-11-04","2026-07-31","Twenty-five state employees recognized November 4 2025 across seven award categories","1","Same event as I4 evidence - the 2025-11-04 Governor's Awards for Excellence recognition of 25 executive branch employees. No distinct non-awards appreciation event found for Utah."
